Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20
09-Jun-12,,,,,,,,,,,,,,,,,,,
3613,4|7|11|16|19,No Data,"$169,182.00",13,,,,,,,,,,,,,,,
11-Jun-12,,,,,,,,,,,,,,,,,,,
3614,3|7|8|9|11,No Data,"$122,571.00",9,,,,,,,,,,,,,,,
12-Jun-12,,,,,,,,,,,,,,,,,,,
3615,2|9|12|16|19,No Data,"$134,300.00",2,,,,,,,,,,,,,,,
13-Jun-12,,,,,,,,,,,,,,,,,,,
3616,4|14|15|18|19,No Data,"$153,138.00",6,,,,,,,,,,,,,,,
14-Jun-12,,,,,,,,,,,,,,,,,,,
3617,10|11|14|15|20,No Data,"$124,575.00",5,,,,,,,,,,,,,,,
15-Jun-12,,,,,,,,,,,,,,,,,,,
3618,12|14|15|16|19,No Data,"$148,148.00",14,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Jun-12,,,,,,,,,,,,,,,,,,,
3619,3|6|8|9|18,No Data,"$167,671.00",7,,,,,,,,,,,,,,,
18-Jun-12,,,,,,,,,,,,,,,,,,,
3620,7|8|9|15|17,No Data,"$127,092.00",4,,,,,,,,,,,,,,,
19-Jun-12,,,,,,,,,,,,,,,,,,,
3621,3|5|7|13|18,No Data,"$93,667.00",7,,,,,,,,,,,,,,,
20-Jun-12,,,,,,,,,,,,,,,,,,,
3622,9|10|14|15|17,No Data,"$151,116.00",6,,,,,,,,,,,,,,,
21-Jun-12,,,,,,,,,,,,,,,,,,,
3623,2|5|14|17|20,No Data,"$134,064.00",7,,,,,,,,,,,,,,,
22-Jun-12,,,,,,,,,,,,,,,,,,,
3624,1|2|3|8|11,No Data,"$139,972.00",13,,,,,,,,,,,,,,,
23-Jun-12,,,,,,,,,,,,,,,,,,,
3625,1|12|16|17|20,No Data,"$169,470.00",5,,,,,,,,,,,,,,,
25-Jun-12,,,,,,,,,,,,,,,,,,,
3626,1|4|8|11|17,No Data,"$119,368.00",8,,,,,,,,,,,,,,,
26-Jun-12,,,,,,,,,,,,,,,,,,,
3627,2|5|11|15|20,No Data,"$123,344.00",2,,,,,,,,,,,,,,,
27-Jun-12,,,,,,,,,,,,,,,,,,,
3628,3|12|13|17|20,No Data,"$155,890.00",7,,,,,,,,,,,,,,,
28-Jun-12,,,,,,,,,,,,,,,,,,,
3629,2|5|9|13|16,No Data,"$135,872.00",4,,,,,,,,,,,,,,,
29-Jun-12,,,,,,,,,,,,,,,,,,,
3630,2|12|14|19|20,No Data,"$155,238.00",6,,,,,,,,,,,,,,,
30-Jun-12,,,,,,,,,,,,,,,,,,,
3631,2|4|8|9|15,No Data,"$189,220.00",5,,,,,,,,,,,,,,,
02-Jul-12,,,,,,,,,,,,,,,,,,,
3632,3|10|14|16|17,No Data,"$136,928.00",8,,,,,,,,,,,,,,,
03-Jul-12,,,,,,,,,,,,,,,,,,,
3633,11|13|15|18|19,No Data,"$140,589.00",9,,,,,,,,,,,,,,,
04-Jul-12,,,,,,,,,,,,,,,,,,,
3634,2|4|5|15|19,No Data,"$179,718.00",6,,,,,,,,,,,,,,,
05-Jul-12,,,,,,,,,,,,,,,,,,,
3635,6|7|10|13|20,No Data,"$130,444.00",4,,,,,,,,,,,,,,,
06-Jul-12,,,,,,,,,,,,,,,,,,,
3636,1|5|8|14|18,No Data,"$143,270.00",1,,,,,,,,,,,,,,,
07-Jul-12,,,,,,,,,,,,,,,,,,,
3637,5|8|9|13|17,No Data,"$184,977.00",9,,,,,,,,,,,,,,,
09-Jul-12,,,,,,,,,,,,,,,,,,,
3638,6|7|10|15|19,No Data,"$126,200.00",8,,,,,,,,,,,,,,,
10-Jul-12,,,,,,,,,,,,,,,,,,,
3639,1|3|8|16|20,No Data,"$128,408.00",8,,,,,,,,,,,,,,,
11-Jul-12,,,,,,,,,,,,,,,,,,,
3640,4|6|9|13|19,No Data,"$140,050.00",5,,,,,,,,,,,,,,,
12-Jul-12,,,,,,,,,,,,,,,,,,,
3641,5|7|12|13|16,No Data,"$129,792.00",2,,,,,,,,,,,,,,,
13-Jul-12,,,,,,,,,,,,,,,,,,,
3642,1|2|7|10|17,No Data,"$140,654.00",2,,,,,,,,,,,,,,,
14-Jul-12,,,,,,,,,,,,,,,,,,,
3643,1|5|14|17|20,No Data,"$168,816.00",7,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Jul-12,,,,,,,,,,,,,,,,,,,
3644,5|7|8|10|20,No Data,"$128,304.00",6,,,,,,,,,,,,,,,
17-Jul-12,,,,,,,,,,,,,,,,,,,
3645,1|5|8|10|18,No Data,"$128,975.00",5,,,,,,,,,,,,,,,
18-Jul-12,,,,,,,,,,,,,,,,,,,
3646,3|7|8|14|18,No Data,"$142,569.00",9,,,,,,,,,,,,,,,
19-Jul-12,,,,,,,,,,,,,,,,,,,
3647,1|2|4|7|20,No Data,"$123,276.00",3,,,,,,,,,,,,,,,
20-Jul-12,,,,,,,,,,,,,,,,,,,
3648,2|5|6|14|17,No Data,"$135,681.00",3,,,,,,,,,,,,,,,
21-Jul-12,,,,,,,,,,,,,,,,,,,
3649,9|10|14|15|18,No Data,"$160,615.00",7,,,,,,,,,,,,,,,
23-Jul-12,,,,,,,,,,,,,,,,,,,
3650,1|10|16|17|20,No Data,"$115,674.00",3,,,,,,,,,,,,,,,
24-Jul-12,,,,,,,,,,,,,,,,,,,
3651,2|12|15|16|20,No Data,"$127,194.00",6,,,,,,,,,,,,,,,
25-Jul-12,,,,,,,,,,,,,,,,,,,
3652,5|7|10|11|18,No Data,"$142,932.00",4,,,,,,,,,,,,,,,
26-Jul-12,,,,,,,,,,,,,,,,,,,
3653,3|8|11|13|17,No Data,"$122,925.00",11,,,,,,,,,,,,,,,
27-Jul-12,,,,,,,,,,,,,,,,,,,
3654,2|12|15|16|19,No Data,"$135,042.00",6,,,,,,,,,,,,,,,
28-Jul-12,,,,,,,,,,,,,,,,,,,
3655,6|10|11|19|20,No Data,"$173,937.00",3,,,,,,,,,,,,,,,
30-Jul-12,,,,,,,,,,,,,,,,,,,
3656,2|4|11|13|19,No Data,"$128,828.00",4,,,,,,,,,,,,,,,
31-Jul-12,,,,,,,,,,,,,,,,,,,
3657,6|7|10|11|12,No Data,"$136,906.00",11,,,,,,,,,,,,,,,
01-Aug-12,,,,,,,,,,,,,,,,,,,
3658,3|10|11|16|18,No Data,"$116,520.00",4,,,,,,,,,,,,,,,
02-Aug-12,,,,,,,,,,,,,,,,,,,
3659,1|8|9|19|20,No Data,"$131,270.00",5,,,,,,,,,,,,,,,
03-Aug-12,,,,,,,,,,,,,,,,,,,
3660,7|8|9|16|18,No Data,"$146,973.00",12,,,,,,,,,,,,,,,
04-Aug-12,,,,,,,,,,,,,,,,,,,
3661,9|11|14|17|18,No Data,"$169,728.00",12,,,,,,,,,,,,,,,
06-Aug-12,,,,,,,,,,,,,,,,,,,
3662,1|10|12|14|18,No Data,"$129,280.00",5,,,,,,,,,,,,,,,
07-Aug-12,,,,,,,,,,,,,,,,,,,
3663,4|5|9|15|20,No Data,"$131,195.00",5,,,,,,,,,,,,,,,
08-Aug-12,,,,,,,,,,,,,,,,,,,
3664,1|2|6|9|20,No Data,"$146,538.00",7,,,,,,,,,,,,,,,
09-Aug-12,,,,,,,,,,,,,,,,,,,
3665,4|6|10|11|20,No Data,"$120,468.00",6,,,,,,,,,,,,,,,
10-Aug-12,,,,,,,,,,,,,,,,,,,
3666,5|13|16|19|20,No Data,"$136,095.00",5,,,,,,,,,,,,,,,
11-Aug-12,,,,,,,,,,,,,,,,,,,
3667,3|4|10|12|15,No Data,"$146,250.00",5,,,,,,,,,,,,,,,
13-Aug-12,,,,,,,,,,,,,,,,,,,
3668,3|7|10|12|19,No Data,"$85,740.00",0,,,,,,,,,,,,,,,
14-Aug-12,,,,,,,,,,,,,,,,,,,
3669,7|9|13|18|20,No Data,"$117,288.00",3,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Aug-12,,,,,,,,,,,,,,,,,,,
3670,2|9|15|18|20,No Data,"$137,836.00",0,,,,,,,,,,,,,,,
16-Aug-12,,,,,,,,,,,,,,,,,,,
3671,1|3|7|8|12,No Data,"$127,294.00",2,,,,,,,,,,,,,,,
17-Aug-12,,,,,,,,,,,,,,,,,,,
3672,9|11|12|13|15,No Data,"$138,794.00",2,,,,,,,,,,,,,,,
18-Aug-12,,,,,,,,,,,,,,,,,,,
3673,3|4|6|11|14,No Data,"$155,420.00",4,,,,,,,,,,,,,,,
20-Aug-12,,,,,,,,,,,,,,,,,,,
3674,5|14|18|19|20,No Data,"$77,148.00",2,,,,,,,,,,,,,,,
21-Aug-12,,,,,,,,,,,,,,,,,,,
3675,1|8|9|15|17,No Data,"$123,015.00",5,,,,,,,,,,,,,,,
22-Aug-12,,,,,,,,,,,,,,,,,,,
3676,3|4|6|11|19,No Data,"$139,552.00",4,,,,,,,,,,,,,,,
23-Aug-12,,,,,,,,,,,,,,,,,,,
3677,8|10|13|16|19,No Data,"$123,208.00",4,,,,,,,,,,,,,,,
24-Aug-12,,,,,,,,,,,,,,,,,,,
3678,1|13|14|17|18,No Data,"$133,038.00",6,,,,,,,,,,,,,,,
25-Aug-12,,,,,,,,,,,,,,,,,,,
3679,2|10|13|15|18,No Data,"$155,124.00",6,,,,,,,,,,,,,,,
27-Aug-12,,,,,,,,,,,,,,,,,,,
3680,3|4|6|7|20,No Data,"$117,090.00",5,,,,,,,,,,,,,,,
28-Aug-12,,,,,,,,,,,,,,,,,,,
3681,5|6|7|17|19,No Data,"$119,028.00",4,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
29-Aug-12,,,,,,,,,,,,,,,,,,,
3682,5|6|7|10|17,No Data,"$147,678.00",6,,,,,,,,,,,,,,,
30-Aug-12,,,,,,,,,,,,,,,,,,,
3683,2|4|6|14|15,No Data,"$139,850.00",10,,,,,,,,,,,,,,,
31-Aug-12,,,,,,,,,,,,,,,,,,,
3684,3|5|10|12|17,No Data,"$107,082.00",3,,,,,,,,,,,,,,,
01-Sep-12,,,,,,,,,,,,,,,,,,,
3685,5|9|17|18|19,No Data,"$167,928.00",8,,,,,,,,,,,,,,,
03-Sep-12,,,,,,,,,,,,,,,,,,,
3686,2|3|4|8|14,No Data,"$121,784.00",2,,,,,,,,,,,,,,,
04-Sep-12,,,,,,,,,,,,,,,,,,,
3687,1|2|9|18|19,No Data,"$137,480.00",7,,,,,,,,,,,,,,,
05-Sep-12,,,,,,,,,,,,,,,,,,,
3688,1|10|11|12|18,No Data,"$148,692.00",6,,,,,,,,,,,,,,,
06-Sep-12,,,,,,,,,,,,,,,,,,,
3689,5|6|9|14|20,No Data,"$127,127.00",1,,,,,,,,,,,,,,,
07-Sep-12,,,,,,,,,,,,,,,,,,,
3690,7|9|16|17|18,No Data,"$138,300.00",5,,,,,,,,,,,,,,,
08-Sep-12,,,,,,,,,,,,,,,,,,,
3691,2|4|17|18|20,No Data,"$166,416.00",8,,,,,,,,,,,,,,,
10-Sep-12,,,,,,,,,,,,,,,,,,,
3692,1|7|10|11|13,No Data,"$124,056.00",4,,,,,,,,,,,,,,,
11-Sep-12,,,,,,,,,,,,,,,,,,,
3693,2|6|12|13|16,No Data,"$127,690.00",5,,,,,,,,,,,,,,,
12-Sep-12,,,,,,,,,,,,,,,,,,,
3694,1|2|15|16|18,No Data,"$155,928.00",2,,,,,,,,,,,,,,,
13-Sep-12,,,,,,,,,,,,,,,,,,,
3695,2|5|6|12|15,No Data,"$126,936.00",6,,,,,,,,,,,,,,,
14-Sep-12,,,,,,,,,,,,,,,,,,,
3696,4|7|13|15|17,No Data,"$138,732.00",6,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Sep-12,,,,,,,,,,,,,,,,,,,
3697,5|8|12|14|18,No Data,"$167,364.00",9,,,,,,,,,,,,,,,
17-Sep-12,,,,,,,,,,,,,,,,,,,
3698,1|5|10|13|15,No Data,"$126,000.00",3,,,,,,,,,,,,,,,
18-Sep-12,,,,,,,,,,,,,,,,,,,
3699,1|5|15|17|18,No Data,"$133,452.00",4,,,,,,,,,,,,,,,
19-Sep-12,,,,,,,,,,,,,,,,,,,
3700,3|14|17|18|19,No Data,"$160,470.00",10,,,,,,,,,,,,,,,
20-Sep-12,,,,,,,,,,,,,,,,,,,
3701,3|5|11|18|20,No Data,"$124,116.00",6,,,,,,,,,,,,,,,
21-Sep-12,,,,,,,,,,,,,,,,,,,
3702,6|9|12|13|19,No Data,"$134,125.00",5,,,,,,,,,,,,,,,
22-Sep-12,,,,,,,,,,,,,,,,,,,
3703,3|5|12|19|20,No Data,"$172,710.00",10,,,,,,,,,,,,,,,
24-Sep-12,,,,,,,,,,,,,,,,,,,
3704,4|12|14|15|17,No Data,"$99,384.00",3,,,,,,,,,,,,,,,
25-Sep-12,,,,,,,,,,,,,,,,,,,
3705,6|12|18|19|20,No Data,"$129,227.00",7,,,,,,,,,,,,,,,
26-Sep-12,,,,,,,,,,,,,,,,,,,
3706,5|6|8|14|18,No Data,"$168,559.00",1,,,,,,,,,,,,,,,
27-Sep-12,,,,,,,,,,,,,,,,,,,
3707,3|4|6|11|19,No Data,"$136,059.00",11,,,,,,,,,,,,,,,
28-Sep-12,,,,,,,,,,,,,,,,,,,
3708,5|8|10|12|15,No Data,"$147,306.00",6,,,,,,,,,,,,,,,
29-Sep-12,,,,,,,,,,,,,,,,,,,
3709,1|11|14|17|20,No Data,"$193,155.00",5,,,,,,,,,,,,,,,
01-Oct-12,,,,,,,,,,,,,,,,,,,
3710,1|3|7|11|17,No Data,"$136,440.00",9,,,,,,,,,,,,,,,
02-Oct-12,,,,,,,,,,,,,,,,,,,
3711,2|8|12|14|17,No Data,"$142,212.00",7,,,,,,,,,,,,,,,
03-Oct-12,,,,,,,,,,,,,,,,,,,
3712,4|5|11|12|19,No Data,"$179,290.00",10,,,,,,,,,,,,,,,
04-Oct-12,,,,,,,,,,,,,,,,,,,
3713,5|10|11|14|16,No Data,"$138,195.00",3,,,,,,,,,,,,,,,
05-Oct-12,,,,,,,,,,,,,,,,,,,
3714,2|5|6|13|17,No Data,"$148,732.00",4,,,,,,,,,,,,,,,
06-Oct-12,,,,,,,,,,,,,,,,,,,
3715,2|6|10|14|15,No Data,"$188,056.00",11,,,,,,,,,,,,,,,
08-Oct-12,,,,,,,,,,,,,,,,,,,
3716,12|14|16|18|20,No Data,"$136,680.00",17,,,,,,,,,,,,,,,
09-Oct-12,,,,,,,,,,,,,,,,,,,
3717,7|12|13|16|18,No Data,"$137,128.00",4,,,,,,,,,,,,,,,
10-Oct-12,,,,,,,,,,,,,,,,,,,
3718,2|13|15|16|18,No Data,"$181,760.00",10,,,,,,,,,,,,,,,
11-Oct-12,,,,,,,,,,,,,,,,,,,
3719,1|11|14|19|20,No Data,"$133,840.00",7,,,,,,,,,,,,,,,
12-Oct-12,,,,,,,,,,,,,,,,,,,
3720,3|4|6|11|15,No Data,"$143,901.00",9,,,,,,,,,,,,,,,
13-Oct-12,,,,,,,,,,,,,,,,,,,
3721,1|2|6|7|8,No Data,"$207,240.00",12,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Oct-12,,,,,,,,,,,,,,,,,,,
3722,3|4|6|12|13,No Data,"$131,382.00",2,,,,,,,,,,,,,,,
16-Oct-12,,,,,,,,,,,,,,,,,,,
3723,1|4|10|14|18,No Data,"$151,768.00",8,,,,,,,,,,,,,,,
17-Oct-12,,,,,,,,,,,,,,,,,,,
3724,1|6|8|14|20,No Data,"$195,208.00",8,,,,,,,,,,,,,,,
18-Oct-12,,,,,,,,,,,,,,,,,,,
3725,4|6|9|10|18,No Data,"$140,015.00",5,,,,,,,,,,,,,,,
19-Oct-12,,,,,,,,,,,,,,,,,,,
3726,1|2|14|18|20,No Data,"$161,943.00",1,,,,,,,,,,,,,,,
20-Oct-12,,,,,,,,,,,,,,,,,,,
3727,1|10|14|15|16,No Data,"$219,810.00",1,,,,,,,,,,,,,,,
22-Oct-12,,,,,,,,,,,,,,,,,,,
3728,1|3|6|7|17,No Data,"$134,430.00",6,,,,,,,,,,,,,,,
23-Oct-12,,,,,,,,,,,,,,,,,,,
3729,2|4|9|13|16,No Data,"$156,357.00",9,,,,,,,,,,,,,,,
24-Oct-12,,,,,,,,,,,,,,,,,,,
3730,3|8|14|15|16,No Data,"$209,528.00",11,,,,,,,,,,,,,,,
25-Oct-12,,,,,,,,,,,,,,,,,,,
3731,3|4|7|15|19,No Data,"$142,677.00",3,,,,,,,,,,,,,,,
26-Oct-12,,,,,,,,,,,,,,,,,,,
3732,3|7|10|15|20,No Data,"$150,039.00",9,,,,,,,,,,,,,,,
27-Oct-12,,,,,,,,,,,,,,,,,,,
3733,3|4|6|10|11,No Data,"$179,320.00",8,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
29-Oct-12,,,,,,,,,,,,,,,,,,,
3734,5|6|11|12|15,No Data,"$142,388.00",1,,,,,,,,,,,,,,,
30-Oct-12,,,,,,,,,,,,,,,,,,,
3735,1|7|8|10|17,No Data,"$150,048.00",4,,,,,,,,,,,,,,,
31-Oct-12,,,,,,,,,,,,,,,,,,,
3736,10|13|14|17|20,No Data,"$183,510.00",9,,,,,,,,,,,,,,,
01-Nov-12,,,,,,,,,,,,,,,,,,,
3737,4|9|11|14|18,No Data,"$152,275.00",5,,,,,,,,,,,,,,,
02-Nov-12,,,,,,,,,,,,,,,,,,,
3738,9|13|16|17|18,No Data,"$164,484.00",4,,,,,,,,,,,,,,,
03-Nov-12,,,,,,,,,,,,,,,,,,,
3739,2|3|6|13|16,No Data,"$197,127.00",3,,,,,,,,,,,,,,,
05-Nov-12,,,,,,,,,,,,,,,,,,,
3740,3|9|11|12|19,No Data,"$146,888.00",4,,,,,,,,,,,,,,,
06-Nov-12,,,,,,,,,,,,,,,,,,,
3741,2|4|5|13|17,No Data,"$150,090.00",6,,,,,,,,,,,,,,,
07-Nov-12,,,,,,,,,,,,,,,,,,,
3742,4|5|7|17|20,No Data,"$168,240.00",2,,,,,,,,,,,,,,,
08-Nov-12,,,,,,,,,,,,,,,,,,,
3743,3|6|9|15|17,No Data,"$138,440.00",8,,,,,,,,,,,,,,,
09-Nov-12,,,,,,,,,,,,,,,,,,,
3744,5|11|15|19|20,No Data,"$155,094.00",2,,,,,,,,,,,,,,,
10-Nov-12,,,,,,,,,,,,,,,,,,,
3745,1|3|9|12|19,No Data,"$188,080.00",8,,,,,,,,,,,,,,,
12-Nov-12,,,,,,,,,,,,,,,,,,,
3746,2|5|8|11|14,No Data,"$146,484.00",11,,,,,,,,,,,,,,,
14-Nov-12,,,,,,,,,,,,,,,,,,,
3747,6|7|9|14|18,No Data,"$161,600.00",8,,,,,,,,,,,,,,,
15-Nov-12,,,,,,,,,,,,,,,,,,,
3748,2|6|8|16|18,No Data,"$135,260.00",4,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Nov-12,,,,,,,,,,,,,,,,,,,
3749,5|6|7|9|18,No Data,"$158,862.00",6,,,,,,,,,,,,,,,
17-Nov-12,,,,,,,,,,,,,,,,,,,
3750,1|8|10|11|19,No Data,"$185,058.00",9,,,,,,,,,,,,,,,
19-Nov-12,,,,,,,,,,,,,,,,,,,
3751,1|4|5|13|20,No Data,"$134,240.00",5,,,,,,,,,,,,,,,
20-Nov-12,,,,,,,,,,,,,,,,,,,
3752,3|4|5|12|19,No Data,"$124,976.00",8,,,,,,,,,,,,,,,
21-Nov-12,,,,,,,,,,,,,,,,,,,
3753,1|8|9|10|19,No Data,"$144,816.00",4,,,,,,,,,,,,,,,
22-Nov-12,,,,,,,,,,,,,,,,,,,
3754,6|10|12|13|17,No Data,"$120,886.00",2,,,,,,,,,,,,,,,
23-Nov-12,,,,,,,,,,,,,,,,,,,
3755,2|5|11|15|17,No Data,"$129,493.00",7,,,,,,,,,,,,,,,
24-Nov-12,,,,,,,,,,,,,,,,,,,
3756,3|5|9|17|20,No Data,"$159,110.00",5,,,,,,,,,,,,,,,
26-Nov-12,,,,,,,,,,,,,,,,,,,
3757,1|10|11|17|19,No Data,"$126,672.00",8,,,,,,,,,,,,,,,
27-Nov-12,,,,,,,,,,,,,,,,,,,
3758,5|6|11|19|20,No Data,"$126,027.00",9,,,,,,,,,,,,,,,
28-Nov-12,,,,,,,,,,,,,,,,,,,
3759,6|8|12|13|20,No Data,"$152,364.00",4,,,,,,,,,,,,,,,
29-Nov-12,,,,,,,,,,,,,,,,,,,
3760,4|10|14|18|19,No Data,"$126,810.00",5,,,,,,,,,,,,,,,
30-Nov-12,,,,,,,,,,,,,,,,,,,
3761,3|9|12|16|19,No Data,"$145,912.00",8,,,,,,,,,,,,,,,
01-Dec-12,,,,,,,,,,,,,,,,,,,
3762,2|8|9|14|20,No Data,"$176,624.00",14,,,,,,,,,,,,,,,
03-Dec-12,,,,,,,,,,,,,,,,,,,
3763,4|9|13|16|18,No Data,"$136,620.00",4,,,,,,,,,,,,,,,
04-Dec-12,,,,,,,,,,,,,,,,,,,
3764,3|4|12|17|20,No Data,"$134,403.00",1,,,,,,,,,,,,,,,
05-Dec-12,,,,,,,,,,,,,,,,,,,
3765,12|13|14|16|18,No Data,"$160,006.00",7,,,,,,,,,,,,,,,
06-Dec-12,,,,,,,,,,,,,,,,,,,
3766,2|9|10|15|12,No Data,"$124,314.00",6,,,,,,,,,,,,,,,
07-Dec-12,,,,,,,,,,,,,,,,,,,
3767,1|6|8|15|20,No Data,"$135,900.00",5,,,,,,,,,,,,,,,
08-Dec-12,,,,,,,,,,,,,,,,,,,
3768,1|3|9|17|18,No Data,"$162,056.00",8,,,,,,,,,,,,,,,
10-Dec-12,,,,,,,,,,,,,,,,,,,
3769,2|4|6|8|18,No Data,"$120,407.00",7,,,,,,,,,,,,,,,
11-Dec-12,,,,,,,,,,,,,,,,,,,
3770,2|8|11|15|16,No Data,"$124,096.00",4,,,,,,,,,,,,,,,
12-Dec-12,,,,,,,,,,,,,,,,,,,
3771,3|6|10|13|18,No Data,"$155,008.00",7,,,,,,,,,,,,,,,
13-Dec-12,,,,,,,,,,,,,,,,,,,
3772,5|6|11|14|15,No Data,"$113,955.00",5,,,,,,,,,,,,,,,
14-Dec-12,,,,,,,,,,,,,,,,,,,
3773,1|2|3|9|20,No Data,"$131,496.00",4,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Dec-12,,,,,,,,,,,,,,,,,,,
3774,4|5|13|14|18,No Data,"$168,124.00",4,,,,,,,,,,,,,,,
17-Dec-12,,,,,,,,,,,,,,,,,,,
3775,3|6|10|15|16,No Data,"$130,970.00",10,,,,,,,,,,,,,,,
18-Dec-12,,,,,,,,,,,,,,,,,,,
3776,9|12|16|18|19,No Data,"$136,830.00",5,,,,,,,,,,,,,,,
19-Dec-12,,,,,,,,,,,,,,,,,,,
3777,6|9|10|17|18,No Data,"$170,900.00",10,,,,,,,,,,,,,,,
20-Dec-12,,,,,,,,,,,,,,,,,,,
3778,4|6|16|17|18,No Data,"$133,470.00",5,,,,,,,,,,,,,,,
21-Dec-12,,,,,,,,,,,,,,,,,,,
3779,6|12|14|16|18,No Data,"$132,200.00",10,,,,,,,,,,,,,,,
22-Dec-12,,,,,,,,,,,,,,,,,,,
3780,2|7|9|15|20,No Data,"$160,518.00",6,,,,,,,,,,,,,,,
24-Dec-12,,,,,,,,,,,,,,,,,,,
3781,1|5|6|13|18,No Data,"$135,282.00",3,,,,,,,,,,,,,,,
26-Dec-12,,,,,,,,,,,,,,,,,,,
3782,4|10|12|16|17,No Data,"$97,800.00",1,,,,,,,,,,,,,,,
27-Dec-12,,,,,,,,,,,,,,,,,,,
3783,7|11|13|15|20,No Data,"$113,504.00",2,,,,,,,,,,,,,,,
28-Dec-12,,,,,,,,,,,,,,,,,,,
3784,3|8|17|19|20,No Data,"$121,900.00",8,,,,,,,,,,,,,,,
29-Dec-12,,,,,,,,,,,,,,,,,,,
3785,3|4|14|16|17,No Data,"$149,172.00",6,,,,,,,,,,,,,,,
31-Dec-12,,,,,,,,,,,,,,,,,,,
3786,2|8|10|15|18,No Data,"$138,933.00",9,,,,,,,,,,,,,,,
02-Jan-12,,,,,,,,,,,,,,,,,,,
3479,1|5|13|15|18,No Data,"$111,351.00",3,,,,,,,,,,,,,,,
03-Jan-12,,,,,,,,,,,,,,,,,,,
3480,6|7|10|15|17,No Data,"$143,295.00",3,,,,,,,,,,,,,,,
04-Jan-12,,,,,,,,,,,,,,,,,,,
3481,3|8|11|12|16,No Data,"$150,822.00",6,,,,,,,,,,,,,,,
05-Jan-12,,,,,,,,,,,,,,,,,,,
3482,4|5|9|19|20,No Data,"$130,295.00",5,,,,,,,,,,,,,,,
06-Jan-12,,,,,,,,,,,,,,,,,,,
3483,5|14|16|17|20,No Data,"$140,126.00",2,,,,,,,,,,,,,,,
07-Jan-12,,,,,,,,,,,,,,,,,,,
3484,1|9|17|19|20,No Data,"$161,575.00",5,,,,,,,,,,,,,,,
09-Jan-12,,,,,,,,,,,,,,,,,,,
3485,1|5|8|16|17,No Data,"$127,276.00",4,,,,,,,,,,,,,,,
10-Jan-12,,,,,,,,,,,,,,,,,,,
3486,1|3|4|9|13,No Data,"$125,390.00",1,,,,,,,,,,,,,,,
11-Jan-12,,,,,,,,,,,,,,,,,,,
3487,1|4|9|16|20,No Data,"$148,925.00",7,,,,,,,,,,,,,,,
12-Jan-12,,,,,,,,,,,,,,,,,,,
3488,1|10|14|16|19,No Data,"$125,586.00",2,,,,,,,,,,,,,,,
13-Jan-12,,,,,,,,,,,,,,,,,,,
3489,3|5|6|13|17,No Data,"$138,509.00",7,,,,,,,,,,,,,,,
14-Jan-12,,,,,,,,,,,,,,,,,,,
3490,4|8|12|16|17,No Data,"$161,700.00",12,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Jan-12,,,,,,,,,,,,,,,,,,,
3491,2|5|6|10|16,No Data,"$136,805.00",5,,,,,,,,,,,,,,,
17-Jan-12,,,,,,,,,,,,,,,,,,,
3492,5|6|9|12|15,No Data,"$134,637.00",3,,,,,,,,,,,,,,,
18-Jan-12,,,,,,,,,,,,,,,,,,,
3493,4|7|8|10|20,No Data,"$150,132.00",4,,,,,,,,,,,,,,,
19-Jan-12,,,,,,,,,,,,,,,,,,,
3494,6|8|11|12|16,No Data,"$133,840.00",8,,,,,,,,,,,,,,,
20-Jan-12,,,,,,,,,,,,,,,,,,,
3495,5|7|8|12|14,No Data,"$138,996.00",6,,,,,,,,,,,,,,,
21-Jan-12,,,,,,,,,,,,,,,,,,,
3496,1|8|11|12|19,No Data,"$161,906.00",2,,,,,,,,,,,,,,,
23-Jan-12,,,,,,,,,,,,,,,,,,,
3497,2|8|9|11|17,No Data,"$133,490.00",7,,,,,,,,,,,,,,,
24-Jan-12,,,,,,,,,,,,,,,,,,,
3498,3|6|8|9|10,No Data,"$134,266.00",2,,,,,,,,,,,,,,,
25-Jan-12,,,,,,,,,,,,,,,,,,,
3499,7|8|10|17|18,No Data,"$156,565.00",5,,,,,,,,,,,,,,,
